#Data acquisition DATA FILE 
#
#Program Version 7.0.2-H&H_14July_16
#Start time & date: 10:47:29 2018_09_19
#Write Time:11:50:29   Date: 2018_09_19 
#
#Device type:
#	1: Keithley 199
#	2: Keithley 182 or 2182
#	3: Keithley 2000
#	4: AVS46
#	5: KUN Resistance bridge
#	6: Keithley 2611(Voltage source)
#	7: Keithley 2611(Current source)
#	8: Agilent L441A (nano Voltmeter)
#	9: Eg&g Lockin 5210 X
#	10: Eg&g Lockin 5210 X & Y
#	11: Eg&g Lockin 5210 Amplitude & Phase
#	12: Eg&g Lockin 7260 X&Y
#	13: Eg&g Lockin 7260 Amplitude, Phase & Frequency
#	14: Stanford Lockin 530 X & Y
#	15: Stanford Lockin 530 Amplitude & Phase
#	16: Stanford Lockin 830 X & Y
#	17: Stanford Lockin 830 Amplitude & Phase
#	18: AH2500H Capacitance bridge
#	19: AH2700H Capacitance bridge
#	20: AH2700H Capacitance bridge, without reset
#	21: LS340 Temperature controller sensor A&B
#	22: LS340 Temperature controller sensor A val&Calc in oK
#	23: LS340 Temperature controller sensor A&C
#	25: Magnet current read from file: 
#	26: Current(kA) via K182_GPIB-Enet/100 -> Field(Tesla)
#		  Current= K182_1*-2.000000 +K182_2 * -2.000000 
#	27: K199 temperature sensor->T(oK)
#	28: DVR5
#	29: CVC3000
#	30: Stanford Lockin 830 Amplitude, Phase & Frequency
#	31: Stanford Lockin 830 X, Y & Frequency
#	32: Oxford IPS 120-10 Superconductor power supply
#	33:IXE-alpha stepper motor driver with HEDL-counters
#	35: Stanford Lockin 830 X 
#	36: Stanford Lockin 830 Y 

#dev=2 Acquired: address=16 type=31

#dev=3 Acquired: address=3 type=31

#dev=4 Acquired: address=2 type=3
#-----------------------------------------------------------
#
Time(sec)	Dev2_freq	Dev2SR830_X	Dev2_Y	Dev3_freq	Dev3SR830_X	Dev3_Y	Dev4_K2000(V)
 7660.937	 1.81556000e+01	 -5.99388000e-04	 9.53680000e-06	 1.81193000e+01	 9.83891000e-02	 -1.77003000e-03	 6.36824100e-01
 7661.549	 1.81017000e+01	 -6.88557000e-04	 9.53680000e-06	 1.82567000e+01	 1.09192000e-01	 -2.13625000e-03	 6.36827200e-01
 7662.162	 1.82624000e+01	 -7.48638000e-04	 9.53680000e-06	 1.82366000e+01	 1.16211000e-01	 -2.25832000e-03	 6.36819300e-01
 7662.774	 1.81150000e+01	 -7.87739000e-04	 1.09673000e-05	 1.81527000e+01	 1.20728000e-01	 -2.38039000e-03	 6.36895400e-01
 7663.385	 1.82538000e+01	 -8.12057000e-04	 1.09673000e-05	 1.81360000e+01	 1.23475000e-01	 -2.50246000e-03	 6.36840600e-01
 7663.998	 1.82405000e+01	 -8.27316000e-04	 1.23978000e-05	 1.82543000e+01	 1.25184000e-01	 -2.56349000e-03	 6.36651100e-01
 7664.610	 1.82533000e+01	 -8.36376000e-04	 1.28747000e-05	 1.82543000e+01	 1.26222000e-01	 -2.62453000e-03	 6.36701100e-01
 7665.222	 1.82304000e+01	 -8.41621000e-04	 1.28747000e-05	 1.82371000e+01	 1.26832000e-01	 -2.68556000e-03	 6.36860100e-01
 7665.833	 1.82662000e+01	 -8.45913000e-04	 1.23978000e-05	 1.81360000e+01	 1.27259000e-01	 -2.68556000e-03	 6.36895600e-01
 7666.446	 1.81155000e+01	 -8.49728000e-04	 1.33515000e-05	 1.81866000e+01	 1.27503000e-01	 -2.68556000e-03	 6.36779300e-01
 7667.057	 1.80788000e+01	 -8.51158000e-04	 1.28747000e-05	 1.82543000e+01	 1.27748000e-01	 -2.68556000e-03	 6.36920300e-01
 7667.669	 1.80707000e+01	 -8.51635000e-04	 1.23978000e-05	 1.82204000e+01	 1.27809000e-01	 -2.74660000e-03	 6.36863500e-01
 7668.281	 1.82624000e+01	 -8.52589000e-04	 1.38283000e-05	 1.81866000e+01	 1.27870000e-01	 -2.74660000e-03	 6.36811900e-01
 7668.893	 1.82195000e+01	 -8.54019000e-04	 1.33515000e-05	 1.81360000e+01	 1.27992000e-01	 -2.74660000e-03	 6.36768900e-01
 7669.505	 1.80998000e+01	 -8.54973000e-04	 1.43052000e-05	 1.81527000e+01	 1.28053000e-01	 -2.74660000e-03	 6.36820800e-01
 7670.117	 1.81203000e+01	 -8.55926000e-04	 1.23978000e-05	 1.82357000e+01	 1.28114000e-01	 -2.80763000e-03	 6.36867300e-01
 7670.729	 1.82247000e+01	 -8.56403000e-04	 1.28747000e-05	 1.82371000e+01	 1.28114000e-01	 -2.80763000e-03	 6.36922100e-01
 7671.341	 1.82128000e+01	 -8.56880000e-04	 1.28747000e-05	 1.81360000e+01	 1.28175000e-01	 -2.80763000e-03	 6.36950200e-01
 7671.952	 1.81203000e+01	 -8.57357000e-04	 1.33515000e-05	 1.81694000e+01	 1.28175000e-01	 -2.80763000e-03	 6.36934600e-01
 7672.564	 1.81231000e+01	 -8.57357000e-04	 1.33515000e-05	 1.82204000e+01	 1.28236000e-01	 -2.74660000e-03	 6.36893800e-01
 7673.175	 1.81236000e+01	 -8.57834000e-04	 1.43052000e-05	 1.82543000e+01	 1.28236000e-01	 -2.74660000e-03	 6.36851100e-01
 7673.787	 1.82271000e+01	 -8.58787000e-04	 1.43052000e-05	 1.81527000e+01	 1.28297000e-01	 -2.68556000e-03	 6.36806800e-01
 7674.398	 1.82085000e+01	 -8.59264000e-04	 1.43052000e-05	 1.81665000e+01	 1.28358000e-01	 -2.74660000e-03	 6.36818200e-01
 7675.008	 1.81317000e+01	 -8.58787000e-04	 1.47820000e-05	 1.81360000e+01	 1.28358000e-01	 -2.74660000e-03	 6.36861400e-01
 7675.620	 1.81684000e+01	 -8.58311000e-04	 1.43052000e-05	 1.82204000e+01	 1.28297000e-01	 -2.68556000e-03	 6.36920300e-01
 7676.233	 1.82176000e+01	 -8.57357000e-04	 1.43052000e-05	 1.82033000e+01	 1.28236000e-01	 -2.74660000e-03	 6.36836700e-01
 7676.845	 1.82495000e+01	 -8.57357000e-04	 1.43052000e-05	 1.81694000e+01	 1.28236000e-01	 -2.74660000e-03	 6.36839100e-01
 7677.457	 1.82199000e+01	 -8.57357000e-04	 1.43052000e-05	 1.82033000e+01	 1.28175000e-01	 -2.80763000e-03	 6.36750200e-01
 7678.070	 1.81575000e+01	 -8.57357000e-04	 1.52589000e-05	 1.82204000e+01	 1.28175000e-01	 -2.80763000e-03	 6.36792900e-01
 7678.681	 1.81832000e+01	 -8.57357000e-04	 1.52589000e-05	 1.81866000e+01	 1.28175000e-01	 -2.86867000e-03	 6.36814200e-01
 7679.293	 1.82462000e+01	 -8.57357000e-04	 1.57357000e-05	 1.82371000e+01	 1.28236000e-01	 -2.86867000e-03	 6.36830100e-01
 7679.904	 1.82252000e+01	 -8.57834000e-04	 1.52589000e-05	 1.81360000e+01	 1.28236000e-01	 -2.86867000e-03	 6.36862700e-01
 7680.517	 1.81274000e+01	 -8.58311000e-04	 1.43052000e-05	 1.81527000e+01	 1.28236000e-01	 -2.86867000e-03	 6.36925400e-01
 7681.128	 1.81441000e+01	 -8.58311000e-04	 1.43052000e-05	 1.82204000e+01	 1.28236000e-01	 -2.86867000e-03	 6.36967000e-01
 7681.745	 1.82180000e+01	 -8.59264000e-04	 1.38283000e-05	 1.82204000e+01	 1.28236000e-01	 -2.80763000e-03	 6.36967300e-01
 7682.352	 1.82095000e+01	 -8.58787000e-04	 1.38283000e-05	 1.81527000e+01	 1.28236000e-01	 -2.80763000e-03	 6.36885900e-01
 7682.964	 1.82176000e+01	 -8.58787000e-04	 1.33515000e-05	 1.81694000e+01	 1.28236000e-01	 -2.80763000e-03	 6.36847800e-01
 7683.576	 1.81513000e+01	 -8.59264000e-04	 1.33515000e-05	 1.81866000e+01	 1.28236000e-01	 -2.80763000e-03	 6.36818600e-01
 7684.188	 1.81689000e+01	 -8.58787000e-04	 1.43052000e-05	 1.82033000e+01	 1.28236000e-01	 -2.80763000e-03	 6.36832600e-01
 7684.800	 1.82424000e+01	 -8.58787000e-04	 1.52589000e-05	 1.82371000e+01	 1.28236000e-01	 -2.80763000e-03	 6.36798600e-01
 7685.411	 1.82095000e+01	 -8.58311000e-04	 1.52589000e-05	 1.81694000e+01	 1.28175000e-01	 -2.80763000e-03	 6.36812600e-01
 7686.022	 1.81575000e+01	 -8.58311000e-04	 1.52589000e-05	 1.81694000e+01	 1.28175000e-01	 -2.74660000e-03	 6.36967200e-01
 7686.636	 1.81966000e+01	 -8.58311000e-04	 1.43052000e-05	 1.81913000e+01	 1.28175000e-01	 -2.68556000e-03	 6.36874500e-01
 7687.247	 1.81813000e+01	 -8.57834000e-04	 1.38283000e-05	 1.82037000e+01	 1.28175000e-01	 -2.68556000e-03	 6.36791300e-01
 7687.857	 1.81866000e+01	 -8.57357000e-04	 1.28747000e-05	 1.81761000e+01	 1.28175000e-01	 -2.68556000e-03	 6.36744000e-01
 7688.473	 1.82028000e+01	 -8.57357000e-04	 1.28747000e-05	 1.81866000e+01	 1.28175000e-01	 -2.68556000e-03	 6.34098100e-01
 7689.082	 1.65243000e+01	 -7.68665000e-04	 1.09673000e-05	 1.81866000e+01	 1.15052000e-01	 -2.86867000e-03	 6.25769700e-01
 7689.693	 1.65248000e+01	 -5.80791000e-04	 8.10629000e-06	 1.81866000e+01	 8.95391000e-02	 -2.38039000e-03	 6.25589300e-01
 7690.307	 1.65257000e+01	 -4.02929000e-04	 5.24524000e-06	 1.81866000e+01	 6.46977000e-02	 -1.83106000e-03	 6.25641800e-01
 7690.918	 1.65262000e+01	 -2.65123000e-04	 2.86104000e-06	 1.81866000e+01	 4.44949000e-02	 -1.28175000e-03	 6.25675500e-01
 7691.530	 1.65262000e+01	 -1.69755000e-04	 9.53682000e-07	 1.81866000e+01	 2.97853000e-02	 -9.15531000e-04	 6.25650100e-01
 7692.142	 1.65272000e+01	 -1.09673000e-04	 9.53682000e-07	 2.80300000e-01	 2.00197000e-02	 -6.71390000e-04	 6.36172200e-01
 7692.754	 1.98450000e+01	 -6.29430000e-05	 2.38420000e-06	 1.82037000e+01	 1.06202000e-02	 -5.37112000e-03	 6.41013900e-01
 7693.366	 1.75996000e+01	 -1.31131000e-04	 1.09673000e-05	 1.82543000e+01	 1.81886000e-02	 -6.10355000e-03	 6.41217100e-01
 7693.977	 1.82786000e+01	 -3.14714000e-04	 1.66894000e-05	 1.81360000e+01	 3.94289000e-02	 -7.01907000e-03	 6.41274200e-01
 7694.588	 1.82428000e+01	 -5.05451000e-04	 2.43188000e-05	 1.81417000e+01	 6.05471000e-02	 -6.83597000e-03	 6.41313200e-01
 7695.199	 1.81737000e+01	 -6.61377000e-04	 2.76567000e-05	 1.81866000e+01	 7.72099000e-02	 -6.28665000e-03	 6.41336900e-01
 7695.811	 1.82157000e+01	 -7.72003000e-04	 3.09946000e-05	 1.81866000e+01	 8.88677000e-02	 -5.85940000e-03	 6.41312300e-01
 7696.422	 1.82810000e+01	 -8.47343000e-04	 3.19483000e-05	 1.81360000e+01	 9.67412000e-02	 -5.49319000e-03	 6.41275300e-01
 7697.035	 1.81994000e+01	 -8.96458000e-04	 3.33788000e-05	 1.81360000e+01	 1.01746000e-01	 -5.24905000e-03	 6.41225900e-01
 7697.652	 1.82581000e+01	 -9.27452000e-04	 3.48093000e-05	 1.82204000e+01	 1.04920000e-01	 -5.12698000e-03	 6.41211700e-01
 7698.259	 1.81293000e+01	 -9.47002000e-04	 3.52862000e-05	 1.82037000e+01	 1.06873000e-01	 -4.94388000e-03	 6.41211600e-01
 7698.870	 1.82414000e+01	 -9.59400000e-04	 3.52862000e-05	 1.81723000e+01	 1.08094000e-01	 -4.88284000e-03	 6.41252300e-01
 7699.483	 1.82190000e+01	 -9.66553000e-04	 3.48093000e-05	 1.81527000e+01	 1.08826000e-01	 -4.88284000e-03	 6.41314700e-01
 7700.094	 1.81432000e+01	 -9.70367000e-04	 3.38557000e-05	 1.81360000e+01	 1.09192000e-01	 -4.88284000e-03	 6.41335500e-01
 7700.706	 1.81227000e+01	 -9.73705000e-04	 3.38557000e-05	 1.82376000e+01	 1.09437000e-01	 -4.82181000e-03	 6.41320900e-01
 7701.317	 1.80597000e+01	 -9.75136000e-04	 3.38557000e-05	 1.82204000e+01	 1.09559000e-01	 -4.82181000e-03	 6.41274900e-01
 7701.928	 1.82395000e+01	 -9.75613000e-04	 3.52862000e-05	 1.81694000e+01	 1.09681000e-01	 -4.88284000e-03	 6.41229300e-01
 7702.540	 1.81913000e+01	 -9.76570000e-04	 3.52862000e-05	 1.81527000e+01	 1.09742000e-01	 -4.88284000e-03	 6.41171300e-01
 7703.152	 1.80740000e+01	 -9.77524000e-04	 3.38557000e-05	 1.82371000e+01	 1.09803000e-01	 -4.82181000e-03	 6.41162900e-01
 7703.764	 1.80960000e+01	 -9.78477000e-04	 3.52862000e-05	 1.82204000e+01	 1.09864000e-01	 -4.88284000e-03	 6.41215200e-01
 7704.375	 1.82424000e+01	 -9.79908000e-04	 3.62399000e-05	 1.82543000e+01	 1.09986000e-01	 -4.94388000e-03	 6.41272400e-01
 7704.988	 1.82366000e+01	 -9.81338000e-04	 3.52862000e-05	 1.81360000e+01	 1.10047000e-01	 -5.00491000e-03	 6.41323000e-01
 7705.599	 1.81651000e+01	 -9.80861000e-04	 3.62399000e-05	 1.81527000e+01	 1.09986000e-01	 -4.94388000e-03	 6.41337600e-01
 7706.212	 1.81117000e+01	 -9.78954000e-04	 3.57630000e-05	 1.82371000e+01	 1.09864000e-01	 -4.88284000e-03	 6.41280700e-01
 7706.821	 1.81799000e+01	 -9.78000000e-04	 3.52862000e-05	 1.82371000e+01	 1.09742000e-01	 -4.88284000e-03	 6.41247000e-01
 7707.433	 1.81947000e+01	 -9.77047000e-04	 3.57630000e-05	 1.81527000e+01	 1.09681000e-01	 -4.94388000e-03	 6.41182800e-01
 7708.046	 1.81561000e+01	 -9.77047000e-04	 3.57630000e-05	 1.81694000e+01	 1.09681000e-01	 -4.88284000e-03	 6.41204000e-01
 7708.657	 1.81208000e+01	 -9.77047000e-04	 3.67167000e-05	 1.81694000e+01	 1.09620000e-01	 -4.88284000e-03	 6.41235300e-01
 7709.269	 1.81470000e+01	 -9.77047000e-04	 3.57630000e-05	 1.82371000e+01	 1.09620000e-01	 -4.82181000e-03	 6.41332900e-01
 7709.880	 1.82052000e+01	 -9.77047000e-04	 3.52862000e-05	 1.82033000e+01	 1.09559000e-01	 -4.82181000e-03	 6.41370600e-01
 7710.492	 1.81942000e+01	 -9.77047000e-04	 3.48093000e-05	 1.81527000e+01	 1.09559000e-01	 -4.82181000e-03	 6.41333400e-01
 7711.104	 1.81341000e+01	 -9.77524000e-04	 3.48093000e-05	 1.81694000e+01	 1.09559000e-01	 -4.76077000e-03	 6.41342000e-01
 7711.716	 1.81656000e+01	 -9.77524000e-04	 3.48093000e-05	 1.82352000e+01	 1.09559000e-01	 -4.76077000e-03	 6.41285000e-01
 7712.328	 1.81580000e+01	 -9.78000000e-04	 3.48093000e-05	 1.82033000e+01	 1.09559000e-01	 -4.76077000e-03	 6.41244500e-01
 7712.940	 1.81384000e+01	 -9.78477000e-04	 3.38557000e-05	 1.81694000e+01	 1.09559000e-01	 -4.76077000e-03	 6.41250000e-01
 7713.551	 1.81742000e+01	 -9.78000000e-04	 3.38557000e-05	 1.81866000e+01	 1.09559000e-01	 -4.76077000e-03	 6.41256400e-01
 7714.162	 1.82338000e+01	 -9.76570000e-04	 3.62399000e-05	 1.81527000e+01	 1.09559000e-01	 -4.76077000e-03	 6.41317200e-01
 7714.774	 1.82147000e+01	 -9.77047000e-04	 3.62399000e-05	 1.81866000e+01	 1.09559000e-01	 -4.76077000e-03	 6.41269200e-01
 7715.385	 1.81394000e+01	 -9.77047000e-04	 3.52862000e-05	 1.81866000e+01	 1.09559000e-01	 -4.76077000e-03	 6.41256400e-01
 7716.000	 1.82033000e+01	 -9.77047000e-04	 3.38557000e-05	 1.81360000e+01	 1.09559000e-01	 -4.82181000e-03	 6.41245300e-01
 7716.609	 1.81327000e+01	 -9.77047000e-04	 3.38557000e-05	 1.81694000e+01	 1.09559000e-01	 -4.88284000e-03	 6.41210400e-01
 7717.221	 1.82114000e+01	 -9.78000000e-04	 3.52862000e-05	 1.81694000e+01	 1.09620000e-01	 -4.88284000e-03	 6.41222400e-01
 7717.832	 1.82304000e+01	 -9.78000000e-04	 3.71935000e-05	 1.81694000e+01	 1.09559000e-01	 -4.94388000e-03	 6.41187300e-01
 7718.443	 1.81351000e+01	 -9.78000000e-04	 3.71935000e-05	 1.81527000e+01	 1.09559000e-01	 -4.94388000e-03	 6.41215600e-01
 7719.055	 1.81241000e+01	 -9.78000000e-04	 3.67167000e-05	 1.81866000e+01	 1.09559000e-01	 -5.00491000e-03	 6.41266700e-01
 7719.668	 1.82414000e+01	 -9.78000000e-04	 3.62399000e-05	 1.81866000e+01	 1.09559000e-01	 -4.94388000e-03	 6.41329900e-01
 7720.279	 1.81937000e+01	 -9.78000000e-04	 3.38557000e-05	 1.81694000e+01	 1.09498000e-01	 -4.94388000e-03	 6.41333200e-01
 7720.891	 1.81489000e+01	 -9.81338000e-04	 3.24252000e-05	 1.81360000e+01	 1.09437000e-01	 -4.88284000e-03	 6.41336000e-01
 7721.503	 1.81484000e+01	 -9.82292000e-04	 3.52862000e-05	 1.81694000e+01	 1.09437000e-01	 -4.88284000e-03	 6.41298000e-01
 7722.114	 1.81112000e+01	 -9.78954000e-04	 3.76704000e-05	 1.82371000e+01	 1.09437000e-01	 -4.88284000e-03	 6.41241900e-01
 7722.728	 1.82109000e+01	 -9.65599000e-04	 3.57630000e-05	 1.74870000e+01	 1.07850000e-01	 -5.12698000e-03	 6.33210000e-01
 7723.336	 1.58887000e+01	 -8.02044000e-04	 2.76567000e-05	 1.74870000e+01	 9.06987000e-02	 -4.57767000e-03	 6.31050500e-01
 7723.949	 1.58892000e+01	 -5.84129000e-04	 1.95504000e-05	 1.74870000e+01	 6.84209000e-02	 -3.60109000e-03	 6.30984800e-01
 7724.560	 1.58911000e+01	 -3.96730000e-04	 1.28747000e-05	 1.74870000e+01	 4.84622000e-02	 -2.62453000e-03	 6.30991700e-01
 7725.173	 1.58901000e+01	 -2.56540000e-04	 8.58313000e-06	 1.74870000e+01	 3.30203000e-02	 -1.77003000e-03	 6.30990300e-01
 7725.784	 1.58906000e+01	 -1.60695000e-04	 5.24524000e-06	 1.74870000e+01	 2.18507000e-02	 -1.22071000e-03	 6.30991800e-01
 7726.396	 1.71576000e+01	 -8.44006000e-05	 -2.33651000e-05	 1.86729000e+01	 1.33057000e-02	 2.19728000e-03	 6.43710000e-01
 7727.006	 1.92690000e+01	 6.67575000e-06	 -3.00409000e-05	 1.81527000e+01	 9.64361000e-03	 3.84523000e-03	 6.44880100e-01
 7727.619	 1.81746000e+01	 -8.91690000e-05	 -4.86376000e-05	 1.81193000e+01	 2.28273000e-02	 3.11281000e-03	 6.44917100e-01
 7728.230	 1.82219000e+01	 -3.20436000e-04	 -1.85968000e-05	 1.81437000e+01	 3.99783000e-02	 8.54496000e-04	 6.44954000e-01
 7728.841	 1.81499000e+01	 -5.49320000e-04	 9.53680000e-06	 1.82204000e+01	 5.44436000e-02	 -1.28175000e-03	 6.45021800e-01
 7729.453	 1.81465000e+01	 -7.30995000e-04	 3.00409000e-05	 1.81694000e+01	 6.51860000e-02	 -2.99074000e-03	 6.45050200e-01
 7730.065	 1.81613000e+01	 -8.59741000e-04	 4.43461000e-05	 1.81694000e+01	 7.23882000e-02	 -4.15042000e-03	 6.45053700e-01
 7730.676	 1.81909000e+01	 -9.46049000e-04	 5.43597000e-05	 1.81060000e+01	 7.71489000e-02	 -4.94388000e-03	 6.45045800e-01
 7731.287	 1.82118000e+01	 -1.00280000e-03	 6.00817000e-05	 1.81866000e+01	 8.01396000e-02	 -5.49319000e-03	 6.45039200e-01
 7731.900	 1.81589000e+01	 -1.03665000e-03	 6.38966000e-05	 1.81360000e+01	 8.19707000e-02	 -5.73733000e-03	 6.44899600e-01
 7732.516	 1.81861000e+01	 -1.05620000e-03	 6.81882000e-05	 1.81694000e+01	 8.30693000e-02	 -5.98148000e-03	 6.44845700e-01
 7733.124	 1.81994000e+01	 -1.06765000e-03	 6.91419000e-05	 1.81360000e+01	 8.37407000e-02	 -5.98148000e-03	 6.44833800e-01
 7733.735	 1.81718000e+01	 -1.07241000e-03	 7.05724000e-05	 1.81365000e+01	 8.41069000e-02	 -6.10355000e-03	 6.44920900e-01
 7734.347	 1.81603000e+01	 -1.07718000e-03	 6.96187000e-05	 1.81880000e+01	 8.43511000e-02	 -6.10355000e-03	 6.45060500e-01
 7734.958	 1.81599000e+01	 -1.08243000e-03	 7.10492000e-05	 1.81866000e+01	 8.44731000e-02	 -6.22562000e-03	 6.45071300e-01
 7735.569	 1.82343000e+01	 -1.08529000e-03	 7.15260000e-05	 1.81193000e+01	 8.45952000e-02	 -6.22562000e-03	 6.45058400e-01
 7736.181	 1.82552000e+01	 -1.08672000e-03	 7.24797000e-05	 1.81360000e+01	 8.46562000e-02	 -6.22562000e-03	 6.45024800e-01
 7736.792	 1.82242000e+01	 -1.08529000e-03	 7.05724000e-05	 1.82204000e+01	 8.46562000e-02	 -6.16458000e-03	 6.44987900e-01
 7737.404	 1.80407000e+01	 -1.08529000e-03	 6.81882000e-05	 1.81866000e+01	 8.46562000e-02	 -6.22562000e-03	 6.44985900e-01
 7738.014	 1.80597000e+01	 -1.08529000e-03	 6.72345000e-05	 1.82371000e+01	 8.46562000e-02	 -6.16458000e-03	 6.44970100e-01
 7738.628	 1.82548000e+01	 -1.08577000e-03	 6.81882000e-05	 1.81694000e+01	 8.47173000e-02	 -6.22562000e-03	 6.44982900e-01
 7739.237	 1.82343000e+01	 -1.08529000e-03	 6.67577000e-05	 1.81360000e+01	 8.47173000e-02	 -6.22562000e-03	 6.45052200e-01
 7739.850	 1.81384000e+01	 -1.08767000e-03	 6.34198000e-05	 1.82543000e+01	 8.47173000e-02	 -6.28665000e-03	 6.44984000e-01
 7740.463	 1.81465000e+01	 -1.09006000e-03	 6.43735000e-05	 1.82371000e+01	 8.47173000e-02	 -6.22562000e-03	 6.44957500e-01
 7741.074	 1.81231000e+01	 -1.08958000e-03	 6.62808000e-05	 1.81694000e+01	 8.46562000e-02	 -6.22562000e-03	 6.44927900e-01
 7741.686	 1.82247000e+01	 -1.08863000e-03	 6.96187000e-05	 1.81360000e+01	 8.46562000e-02	 -6.22562000e-03	 6.44922700e-01
 7742.298	 1.82862000e+01	 -1.08767000e-03	 7.05724000e-05	 1.82543000e+01	 8.46562000e-02	 -6.22562000e-03	 6.44865700e-01
 7742.909	 1.82552000e+01	 -1.08672000e-03	 7.10492000e-05	 1.82033000e+01	 8.46562000e-02	 -6.22562000e-03	 6.44847100e-01
 7743.521	 1.81155000e+01	 -1.08624000e-03	 7.00955000e-05	 1.82371000e+01	 8.46562000e-02	 -6.22562000e-03	 6.44927800e-01
 7744.133	 1.82848000e+01	 -1.08529000e-03	 7.05724000e-05	 1.81694000e+01	 8.45952000e-02	 -6.22562000e-03	 6.44936200e-01
 7744.745	 1.82514000e+01	 -1.08529000e-03	 6.96187000e-05	 1.81866000e+01	 8.45952000e-02	 -6.22562000e-03	 6.44973200e-01
 7745.357	 1.80907000e+01	 -1.08529000e-03	 6.96187000e-05	 1.82371000e+01	 8.45342000e-02	 -6.22562000e-03	 6.44944300e-01
 7745.969	 1.82676000e+01	 -1.08577000e-03	 7.00955000e-05	 1.82204000e+01	 8.45342000e-02	 -6.16458000e-03	 6.44933200e-01
 7746.581	 1.81270000e+01	 -1.08624000e-03	 7.15260000e-05	 1.81866000e+01	 8.45342000e-02	 -6.22562000e-03	 6.44894300e-01
 7747.192	 1.81890000e+01	 -1.08624000e-03	 6.96187000e-05	 1.81694000e+01	 8.44731000e-02	 -6.22562000e-03	 6.44830400e-01
 7747.804	 1.82118000e+01	 -1.08529000e-03	 6.96187000e-05	 1.81527000e+01	 8.44731000e-02	 -6.10355000e-03	 6.44844900e-01
 7748.416	 1.81170000e+01	 -1.08529000e-03	 6.77113000e-05	 1.82037000e+01	 8.44731000e-02	 -6.10355000e-03	 6.44868700e-01
 7749.028	 1.81589000e+01	 -1.08624000e-03	 6.72345000e-05	 1.81527000e+01	 8.44731000e-02	 -6.10355000e-03	 6.44907300e-01
 7749.640	 1.81904000e+01	 -1.08624000e-03	 6.81882000e-05	 1.81527000e+01	 8.44731000e-02	 -6.10355000e-03	 6.44953900e-01
 7750.253	 1.82290000e+01	 -1.08577000e-03	 6.81882000e-05	 1.81565000e+01	 8.44731000e-02	 -6.10355000e-03	 6.44945400e-01
 7750.863	 1.82033000e+01	 -1.08672000e-03	 6.96187000e-05	 1.81694000e+01	 8.44731000e-02	 -6.16458000e-03	 6.44912500e-01
 7751.474	 1.81942000e+01	 -1.08672000e-03	 7.00955000e-05	 1.81866000e+01	 8.44121000e-02	 -6.16458000e-03	 6.44850700e-01
 7752.086	 1.82009000e+01	 -1.08577000e-03	 7.00955000e-05	 1.82033000e+01	 8.44121000e-02	 -6.16458000e-03	 6.44803900e-01
 7752.696	 1.81422000e+01	 -1.08529000e-03	 6.96187000e-05	 1.81694000e+01	 8.43511000e-02	 -6.10355000e-03	 6.44781800e-01
 7753.310	 1.81675000e+01	 -1.08529000e-03	 6.86650000e-05	 1.82204000e+01	 8.43511000e-02	 -6.10355000e-03	 6.44797600e-01
 7753.920	 1.82114000e+01	 -1.08577000e-03	 6.91419000e-05	 1.81527000e+01	 8.43511000e-02	 -6.16458000e-03	 6.44851200e-01
 7754.532	 1.82056000e+01	 -1.08577000e-03	 6.96187000e-05	 1.81360000e+01	 8.42900000e-02	 -6.10355000e-03	 6.44827400e-01
 7755.148	 1.82028000e+01	 -1.08529000e-03	 7.05724000e-05	 1.81866000e+01	 8.42900000e-02	 -6.10355000e-03	 6.44867600e-01
 7755.756	 1.80960000e+01	 -1.08529000e-03	 7.00955000e-05	 1.82037000e+01	 8.42290000e-02	 -6.10355000e-03	 6.44878500e-01
 7756.369	 1.81308000e+01	 -1.08481000e-03	 6.91419000e-05	 1.81360000e+01	 8.42290000e-02	 -6.10355000e-03	 6.44867400e-01
 7756.980	 1.65544000e+01	 -1.04905000e-03	 6.81882000e-05	 1.82204000e+01	 8.09941000e-02	 -5.98148000e-03	 6.52331100e-01
 7757.595	 1.65558000e+01	 -8.35422000e-04	 5.53133000e-05	 1.82204000e+01	 6.58574000e-02	 -4.88284000e-03	 6.53142900e-01
 7758.201	 1.65567000e+01	 -5.96527000e-04	 4.05314000e-05	 1.82204000e+01	 4.87673000e-02	 -3.66212000e-03	 6.53256100e-01
 7758.814	 1.65567000e+01	 -4.01022000e-04	 2.76567000e-05	 1.82204000e+01	 3.42410000e-02	 -2.62453000e-03	 6.53228600e-01
 7759.426	 1.65567000e+01	 -2.58924000e-04	 1.76431000e-05	 1.82204000e+01	 2.31935000e-02	 -1.77003000e-03	 6.53251400e-01
 7760.038	 1.65567000e+01	 -1.63079000e-04	 1.14442000e-05	 1.82204000e+01	 1.53199000e-02	 -1.22071000e-03	 6.53155100e-01
 7760.648	 1.65911000e+01	 -6.10356000e-05	 9.53682000e-07	 1.82714000e+01	 8.23981000e-03	 -6.10355000e-04	 6.48327300e-01
 7761.260	 1.75681000e+01	 -9.91826000e-05	 -2.86103000e-05	 1.82037000e+01	 1.05591000e-02	 7.93461000e-04	 6.48143800e-01
 7761.872	 1.82405000e+01	 -2.95641000e-04	 -1.57357000e-05	 1.81360000e+01	 2.09962000e-02	 1.83106000e-04	 6.48160700e-01
 7762.485	 1.82071000e+01	 -5.45029000e-04	 4.29156000e-06	 1.81193000e+01	 3.19827000e-02	 -6.71390000e-04	 6.48180800e-01
